id,state_1,state_2
1636,2016-03-13 10:52:10.5896590,2016-03-13 15:42:04.6069880
1637,2016-03-13 11:02:10.0420710,2016-03-13 15:45:04.9945210
1638,2016-03-13 11:21:08.3017490,2016-03-13 15:39:05.1833540
1639,2016-03-13 12:55:10.4866570,2016-03-14 03:07:35.4217080
1640,2016-03-13 13:14:10.1126730,2016-03-13 15:54:37.1674810
1641,2016-03-13 13:17:07.5595230,2016-03-15 19:59:30.2517660
1642,2016-03-13 13:19:07.7544260,2016-03-13 16:26:26.5868850
1643,2016-03-13 13:20:13.4460490,2016-03-13 16:29:19.5176040
1644,2016-03-13 13:22:09.4745170,2016-03-14 12:14:48.8900400
1645,2016-03-13 13:24:09.5523670,2016-03-14 04:12:31.7749370
1646,2016-03-13 13:28:10.0065770,2016-03-14 12:38:58.7855880
1647,2016-03-13 13:31:08.3198100,2016-03-14 12:26:48.7384720
1648,2016-03-13 13:34:10.0285790,2016-03-13 16:58:42.2358230
1649,2016-03-13 13:35:11.1548450,2016-03-14 12:18:30.8546700
1650,2016-03-13 13:37:07.7633160,2016-03-13 15:48:15.1164770
1651,2016-03-13 14:00:14.5158420,2016-03-14 03:47:42.2896510
1652,2016-03-13 14:38:09.5755520,2016-03-14 05:57:22.8361100
1653,2016-03-13 15:14:09.3316360,2016-03-13 16:52:32.8795400
1654,2016-03-13 15:43:08.1900880,2016-03-13 17:24:46.3356100
1655,2016-03-13 16:19:08.1151140,2016-03-13 17:49:10.4487970
1656,2016-03-13 16:52:09.7890810,2016-03-14 03:10:38.9049740
1657,2016-03-13 16:54:09.9090100,2016-03-14 05:51:18.7242370
1658,2016-03-13 18:38:10.2625090,2016-03-14 03:19:17.7538060
1659,2016-03-13 19:00:14.3660200,2016-03-14 03:49:17.4887360
1660,2016-03-13 20:52:10.0907540,2016-03-15 16:34:46.2132150
1661,2016-03-13 21:17:08.7209990,
1662,2016-03-13 21:45:11.8264320,2016-03-14 03:37:53.6004090
1663,2016-03-13 22:31:08.5791960,2016-03-14 03:44:49.7221230
1664,2016-03-14 00:57:08.4064980,2016-03-14 03:50:54.8939770
1665,2016-03-14 00:57:08.4064980,2016-03-14 03:50:54.8939770
1666,2016-03-14 07:31:08.4196790,2016-03-14 12:32:09.1935600
1667,2016-03-14 09:11:08.6941180,2016-03-14 12:36:17.9666320
1668,2016-03-14 09:22:10.5685660,2016-03-16 09:43:56.3770020
1669,2016-03-14 09:22:16.9787140,2016-03-14 11:39:26.1260650
1670,2016-03-14 09:57:09.4830990,2016-03-14 12:38:04.9451830
1671,2016-03-14 10:20:13.4517500,2016-03-16 19:13:18.8540760
1672,2016-03-14 10:46:10.2617850,2016-03-14 12:43:38.8969820
1673,2016-03-14 10:58:10.8225770,2016-03-14 12:56:50.9697700
1674,2016-03-14 11:05:10.7262850,2016-03-14 12:50:26.4023120
1675,2016-03-14 11:28:09.9334020,2016-03-14 12:57:35.7007910
1676,2016-03-14 11:41:08.7677580,2016-03-14 17:24:36.3772510
1677,2016-03-14 12:13:09.2436080,2016-03-14 17:28:03.5344710
1678,2016-03-14 12:21:09.5375410,2016-03-14 12:56:47.2809130
1679,2016-03-14 12:23:08.6070790,2016-03-14 17:29:46.9752440
1680,2016-03-14 13:15:11.8054570,2016-03-14 17:31:09.3824880
1681,2016-03-14 13:34:09.7170800,2016-03-14 14:59:19.3910020
1682,2016-03-14 14:00:14.1414080,2016-03-16 10:57:57.5682270
1683,2016-03-14 14:07:08.9321100,2016-03-14 14:59:59.4649730
1684,2016-03-14 14:13:08.3268990,
1685,2016-03-14 14:21:09.6962290,2016-03-16 10:26:03.0279980
1686,2016-03-14 14:29:08.6278670,2016-03-14 15:21:31.8692710
1687,2016-03-14 15:05:10.1885910,2016-03-14 16:05:14.9746440
1688,2016-03-14 15:06:09.6471670,2016-03-15 08:19:55.3052590
1689,2016-03-14 15:20:13.5622530,2016-03-16 11:32:16.1885420
1690,2016-03-14 15:54:10.1463620,2016-03-14 17:32:35.9948790
1691,2016-03-14 15:57:08.6560700,2016-03-14 17:34:31.4735370
1692,2016-03-14 16:01:09.4418940,2016-03-15 16:37:17.9131200
1693,2016-03-14 16:16:09.7008120,2016-03-14 17:41:39.2018300
1694,2016-03-14 17:04:22.7982250,2016-03-15 08:38:11.9795590
1695,2016-03-14 17:04:22.7982250,2016-03-15 08:38:11.9795590
1696,2016-03-14 17:30:14.8998130,2016-03-15 16:33:37.1389990
1697,2016-03-14 19:11:07.7096600,2016-03-15 08:45:30.9782810
1698,2016-03-14 20:31:10.4105500,2016-03-16 18:44:21.3656330
1699,2016-03-14 20:32:11.2216020,2016-03-15 08:57:04.7720440
1700,2016-03-14 21:04:10.7037800,2016-03-21 04:25:28.7961460
1701,2016-03-14 21:08:09.8632300,
1702,2016-03-14 21:08:17.0355830,2016-03-15 08:57:21.8151340
1703,2016-03-14 21:23:08.5870540,2016-03-15 09:13:37.6323090
1704,2016-03-14 23:08:09.4843600,2016-03-15 09:21:53.4518490
1705,2016-03-14 23:08:15.4424760,2016-03-15 09:25:30.3522960
1706,2016-03-14 23:39:08.6536700,2016-03-15 09:27:33.5416530
1707,2016-03-15 00:11:08.8383660,2016-03-15 13:57:31.5533030
1708,2016-03-15 00:30:14.5816910,2016-03-15 10:04:54.8706990
1709,2016-03-15 06:25:11.1746930,2016-03-15 09:55:26.1947230
1710,2016-03-15 06:50:14.0171080,2016-03-16 10:12:56.4398800
1711,2016-03-15 07:36:10.7577250,2016-03-15 09:46:15.8279320
1712,2016-03-15 09:01:11.9653390,2016-03-15 10:02:31.8083700
1713,2016-03-15 09:10:14.8266940,2016-03-16 10:21:45.5520010
1714,2016-03-15 11:29:07.8538130,2016-03-15 13:17:16.2895060
1715,2016-03-15 11:30:15.5821220,2016-03-16 10:17:19.3087130
1716,2016-03-15 11:57:08.4367270,2016-03-15 13:10:34.6797390
1717,2016-03-15 12:40:15.2997030,2016-03-15 16:54:42.8426360
1718,2016-03-15 12:47:22.8192360,
1719,2016-03-15 12:52:13.5494850,2016-03-16 13:48:02.4368230
1720,2016-03-15 13:10:52.7651500,2016-03-15 17:06:29.5030520
1721,2016-03-15 13:14:54.8139780,2016-03-16 10:23:55.2867440
1722,2016-03-15 14:26:10.2823040,2016-03-15 16:43:49.1964850
1723,2016-03-15 18:02:09.5355690,2016-03-16 09:49:34.7696110
1724,2016-03-15 18:24:33.4270610,2016-03-16 19:42:26.2133210
1725,2016-03-15 19:00:14.9605760,2016-03-16 18:33:44.9406010
1726,2016-03-15 20:08:09.9525740,2016-03-16 10:52:03.2428480
1727,2016-03-15 20:52:09.5297230,2016-03-16 11:01:14.1418450
1728,2016-03-15 20:54:09.9551660,2016-03-16 11:02:45.2768950
1729,2016-03-15 21:23:07.3363560,2016-03-16 11:29:45.0658970
1730,2016-03-15 21:28:10.1633040,2016-03-16 11:30:32.0395360
1731,2016-03-15 21:39:08.2542460,2016-03-16 11:05:07.2808140
1732,2016-03-15 22:41:09.3627020,2016-03-16 11:31:20.5826100
1733,2016-03-16 00:00:15.4402800,2016-03-16 11:59:05.4404670
1734,2016-03-16 00:31:07.7479940,2016-03-16 12:00:44.4745310
1735,2016-03-16 02:16:09.2878970,2016-03-16 12:09:04.1398240
1736,2016-03-16 07:10:14.7895200,2016-03-16 16:43:54.9648560
1737,2016-03-16 07:22:09.8952860,2016-03-17 09:12:00.1185430
1738,2016-03-16 08:35:09.9317710,2016-03-16 19:38:08.9679780
1739,2016-03-16 09:58:08.8606470,2016-03-16 16:51:16.3076680
1740,2016-03-16 10:45:11.4792030,2016-03-16 12:12:02.6881330
1741,2016-03-16 11:10:15.7547400,2016-03-17 09:15:42.7689730
1742,2016-03-16 11:13:08.3062790,2016-03-17 14:49:42.2075780
1743,2016-03-16 11:22:09.9319830,2016-03-16 12:42:12.1378070
1744,2016-03-16 12:44:10.3278340,2016-03-16 13:43:32.1461830
1745,2016-03-16 13:04:10.1381030,2016-03-21 18:03:57.6006360
1746,2016-03-16 13:26:09.6882900,2016-03-16 14:49:46.9546410
1747,2016-03-16 13:46:10.8908590,2016-03-16 14:51:41.0500840
1748,2016-03-16 15:14:10.8966950,
1749,2016-03-16 15:40:13.6934510,2016-03-16 17:32:04.0627860
1750,2016-03-16 15:44:10.4335610,2016-03-16 16:56:44.6297440
1751,2016-03-16 16:22:09.9442350,
1752,2016-03-16 16:29:09.1031940,2016-03-17 09:44:45.4075260
1753,2016-03-16 16:54:10.9544990,2016-03-16 20:07:38.2958940
1754,2016-03-16 16:58:09.9327210,2016-03-17 15:36:53.5794930
1755,2016-03-16 19:25:10.9010710,2016-03-18 18:05:56.7299430
1756,2016-03-16 19:53:08.0984540,2016-03-17 09:48:03.7301720
1757,2016-03-16 19:59:09.4027210,
1758,2016-03-16 20:36:09.7148790,2016-03-18 15:03:07.6907760
1759,2016-03-16 20:38:09.4171650,2016-03-18 10:15:36.2458850
1760,2016-03-16 22:21:09.1921040,2016-03-17 13:42:44.7981420
1761,2016-03-16 23:54:10.1438520,2016-03-17 09:51:08.5207980
1762,2016-03-17 07:19:08.6696750,2016-03-17 17:31:39.3493420
1763,2016-03-17 07:35:09.8847080,2016-03-17 10:24:28.5224700
1764,2016-03-17 08:35:10.7359500,2016-03-17 10:29:30.8817410
1765,2016-03-17 08:39:09.1174560,2016-03-17 10:26:24.7426370
1766,2016-03-17 09:18:11.2241100,
1767,2016-03-17 10:13:09.9819370,2016-03-17 12:34:30.4388990
1768,2016-03-17 10:15:11.8134630,2016-03-21 07:29:30.4448750
1769,2016-03-15 11:57:08.4367270,2016-03-15 13:10:34.6797390
1770,2016-03-17 11:30:12.9325290,2016-03-17 13:59:09.4110580
1771,2016-03-17 11:56:09.9412800,2016-03-17 15:25:47.6816200
1772,2016-03-17 12:11:16.5484970,2016-03-18 17:56:40.8840060
1773,2016-03-17 12:37:08.9084310,2016-03-17 13:09:11.8230250
1774,2016-03-17 14:19:08.4366850,2016-03-18 10:31:36.2127710
1775,2016-03-17 15:39:08.6442140,2016-03-17 17:06:16.3522050
1776,2016-03-17 15:40:01.1357090,
1777,2016-03-17 18:14:09.9860030,
1778,2016-03-17 19:20:14.1755900,2016-03-17 21:13:17.8198100
1779,2016-03-17 20:27:08.0802390,2016-03-18 10:36:39.7385870
1780,2016-03-17 20:42:09.8849850,2016-03-18 12:41:15.1025580
1781,2016-03-17 20:46:10.0853180,2016-03-21 04:24:10.4495230
1782,2016-03-17 20:46:10.0853180,2016-03-21 04:24:10.4495230
1783,2016-03-17 21:33:07.6669740,
1784,2016-03-17 22:18:09.8957800,2016-03-18 11:25:17.8231300
1785,2016-03-18 01:05:10.7996130,
1786,2016-03-18 06:05:10.4361230,2016-03-18 11:17:33.2245060
1787,2016-03-18 06:06:10.3159630,2016-03-18 11:20:32.6707350
1788,2016-03-18 06:08:10.3040960,2016-03-18 15:00:57.8287990
1789,2016-03-18 07:10:13.6192700,2016-03-18 15:05:10.4896220
1790,2016-03-18 09:38:10.9375760,2016-03-21 08:04:36.8316510
1791,2016-03-18 10:14:10.9527980,2016-03-18 11:29:31.6929310
1792,2016-03-18 10:22:09.4996640,2016-03-18 15:09:23.1807170
1793,2016-03-18 11:03:09.3970020,2016-03-21 04:24:16.0815160
1794,2016-03-18 12:29:09.2121570,2016-03-18 15:11:51.3261390
1795,2016-03-18 12:38:10.6601780,2016-03-18 15:25:52.1051850
1796,2016-03-18 12:51:08.1695730,2016-03-18 17:41:40.7343050
1797,2016-03-18 13:11:09.8832180,2016-03-19 09:52:46.7483630
1798,2016-03-18 13:44:10.6405490,2016-03-18 15:42:53.9388190
1799,2016-03-18 14:37:08.1098210,
1800,2016-03-18 15:17:09.0865600,2016-03-21 08:10:36.3891850
1801,2016-03-18 16:51:08.2916070,2016-03-21 07:55:45.6733830
1802,2016-03-18 18:01:08.6617170,
1803,2016-03-18 18:13:07.9876910,2016-03-20 05:08:04.0552940
1804,2016-03-18 18:45:11.3704130,2016-03-19 09:19:17.6271010
1805,2016-03-18 21:10:13.2139340,2016-03-19 09:27:34.3135110
1806,2016-03-19 02:33:10.3736640,2016-03-21 07:31:15.1308000
1807,2016-03-19 09:22:09.4972350,2016-03-19 13:23:50.2012020
1808,2016-03-19 09:36:09.9376100,2016-03-19 13:23:04.7179550
1809,2016-03-19 09:36:09.9376100,2016-03-19 13:23:04.7179550
1810,2016-03-19 10:56:10.6201250,2016-03-20 06:40:31.8255420
1811,2016-03-19 11:03:08.0479910,2016-03-19 13:34:32.7914220
1812,2016-03-19 11:24:10.2740550,2016-03-21 07:58:54.2298870
1813,2016-03-19 13:04:10.1782000,2016-03-21 08:01:18.9324700
1814,2016-03-19 13:12:09.7619590,2016-03-20 05:10:17.5836450
1815,2016-03-19 13:38:09.5702960,2016-03-21 08:03:12.6418440
1816,2016-03-19 13:55:10.7035050,2016-03-20 05:15:36.3657180
1817,2016-03-19 15:15:11.3912650,2016-03-19 16:57:31.3783310
1818,2016-03-19 16:22:09.6027520,2016-03-20 05:19:15.6201530
1819,2016-03-19 17:47:07.9303150,2016-03-20 05:24:01.5793470
1820,2016-03-19 18:20:14.0061120,2016-03-20 13:21:09.8438910
1821,2016-03-19 19:21:08.0127510,2016-03-20 05:36:02.7089040
1822,2016-03-19 20:40:14.7378270,
1823,2016-03-19 21:02:09.9319480,
1824,2016-03-20 00:25:10.1737010,
1825,2016-03-20 05:44:31.9420160,2016-03-21 07:00:58.6285300
1826,2016-03-20 08:00:14.5233130,2016-03-21 08:13:37.4488860
1827,2016-03-20 08:10:13.1317230,2016-03-21 08:15:24.0882740
1828,2016-03-20 08:11:08.3398810,2016-03-21 08:23:17.9909720
1829,2016-03-20 08:27:08.2715590,
1830,2016-03-20 08:42:10.5549810,2016-03-21 08:25:40.4815560
1831,2016-03-20 09:11:08.6463150,
1832,2016-03-20 10:16:10.0717440,2016-03-20 11:23:18.6827080
1833,2016-03-20 12:02:09.8843150,2016-03-22 13:15:40.7718930
1834,2016-03-20 12:12:09.7582320,2016-03-20 14:45:54.3323100
1835,2016-03-20 13:31:07.9796140,
1836,2016-03-20 14:15:11.2407910,2016-03-21 08:39:16.5546330
1837,2016-03-20 14:34:11.4007470,2016-03-21 08:33:11.3427170
1838,2016-03-20 14:55:09.9884940,2016-03-21 14:15:21.7139870
1839,2016-03-20 15:04:10.2169140,2016-03-21 14:15:50.3341180
1840,2016-03-20 15:10:13.4477830,2016-03-21 14:17:51.1216050
1841,2016-03-20 16:52:10.2476390,2016-03-21 14:27:20.0838340
1842,2016-03-20 17:34:09.5120860,2016-03-21 14:28:45.0171590
1843,2016-03-20 17:39:08.2084770,2016-03-21 14:30:26.4100750
1844,2016-03-20 17:41:08.7298730,2016-03-21 14:37:07.9749460
1845,2016-03-20 17:59:08.4832060,
1846,2016-03-20 18:27:08.5042780,2016-03-21 14:36:19.5730730
1847,2016-03-20 19:17:08.3217640,2016-03-21 14:42:15.0983330
1848,2016-03-20 20:02:09.3948620,
1849,2016-03-20 20:58:10.0000000,
1850,2016-03-20 22:53:08.4941030,2016-03-21 14:48:02.5839380
1851,2016-03-20 22:56:10.1324810,2016-03-21 15:05:38.6954750
1852,2016-03-21 07:13:08.0787530,2016-03-21 11:11:53.7192590
1853,2016-03-21 07:16:25.9267860,2016-03-21 12:44:48.5905870
1854,2016-03-21 07:22:10.6898670,2016-03-21 15:04:15.3918270
1855,2016-03-21 08:49:08.5399220,2016-03-21 11:12:18.6903160
1856,2016-03-21 09:35:10.2060610,2016-03-21 11:25:50.5063780
1857,2016-03-21 09:54:10.3929690,2016-03-21 11:22:15.0924480
1858,2016-03-21 10:46:09.8965950,
1859,2016-03-21 10:46:16.3449700,2016-03-21 16:36:08.2239750
1860,2016-03-21 10:56:10.3859980,2016-03-21 14:06:48.3077260
1861,2016-03-21 11:02:09.3874540,2016-03-21 15:13:30.6086420
1862,2016-03-21 11:02:16.1110510,
1863,2016-03-21 12:02:02.0027330,2016-03-21 14:10:29.0307280
1864,2016-03-21 12:07:08.5181300,2016-03-21 14:11:32.9242780
1865,2016-03-21 12:40:13.9637860,2016-03-22 10:15:19.1427630
1866,2016-03-21 12:51:07.8518900,2016-03-21 15:18:37.4291700
1867,2016-03-21 14:04:10.3934690,2016-03-21 15:12:34.7003000
1868,2016-03-21 14:09:08.9678980,
1869,2016-03-21 14:30:15.2123720,2016-03-21 18:28:01.4367100
1870,2016-03-21 14:46:10.6368820,2016-03-21 15:10:18.4618030
1871,2016-03-21 15:40:14.4544230,2016-03-21 17:46:30.4837950
1872,2016-03-21 16:07:08.4126860,
1873,2016-03-21 16:35:10.4443340,2016-03-22 09:02:24.1365040
1874,2016-03-21 16:51:08.6060450,
1875,2016-03-21 18:21:08.8437920,2016-03-22 08:52:17.4511170
1876,2016-03-21 18:36:10.3144130,2016-03-22 08:49:38.8139510
1877,2016-03-21 20:41:09.6511320,2016-03-22 08:27:38.0210520
1878,2016-02-01 15:56:20.5393930,2016-02-02 09:21:23.3087100
1879,2016-03-21 22:04:10.3305720,2016-03-22 08:32:56.7055670
1880,2016-03-21 22:04:10.3305720,2016-03-22 08:32:56.7055670
1881,2016-03-22 00:46:09.7463940,2016-03-22 08:46:26.3511400
1882,2016-03-22 03:15:11.0109780,
1883,2016-03-22 10:58:11.0652580,
1884,2016-03-22 11:07:10.2822060,
1885,2016-03-22 12:08:10.9694300,
1886,2016-03-22 12:57:09.6889790,2016-04-26 19:44:38.0893760
1887,2016-03-22 14:05:46.6908600,
1888,2016-03-22 14:40:15.0900240,
1889,2016-03-22 14:51:09.7278770,2016-03-22 18:24:25.3901420
1890,2016-03-22 15:18:12.5624910,
1891,2016-03-22 15:43:10.7291620,2016-03-22 18:24:09.3343380
1892,2016-03-22 16:02:11.0810520,2016-03-22 18:26:31.3348930
1893,2016-03-22 17:53:09.5094980,2016-03-23 03:36:46.2112710
1894,2016-03-22 18:03:09.1692990,
1895,2016-03-22 18:47:10.0269840,
1896,2016-03-12 09:42:09.3928930,2016-03-12 12:19:52.5778320
1897,2016-03-22 19:03:09.6761260,2016-03-23 03:40:39.5195800
1898,2016-03-22 20:24:11.0740920,2016-03-23 03:45:01.3657610
1899,2016-03-22 21:32:11.0261710,2016-03-23 03:56:19.1425260
1900,2016-03-22 22:04:11.6184830,2016-03-23 03:51:45.6801680
1901,2016-03-23 04:32:30.7099970,
1902,2016-03-23 11:55:10.8608130,2016-03-23 14:20:50.2366010
1903,2016-03-23 12:50:16.3773240,2016-03-23 14:26:48.9629960
1904,2016-03-23 13:41:13.4349190,2016-03-23 18:21:23.1391020
1905,2016-03-23 14:14:11.0848820,2016-03-23 18:23:26.9285010
1906,2016-03-23 16:40:14.5254630,2016-03-23 18:27:13.2305580
1907,2016-03-23 17:07:08.9004950,2016-03-23 19:04:37.5228270
1908,2016-03-23 17:07:08.9004950,2016-03-23 19:04:37.5228270
1909,2016-03-23 18:50:15.5479240,2016-03-24 02:46:16.9452840
1910,2016-03-23 19:46:11.3691640,2016-03-24 02:48:01.0933610
1911,2016-03-23 21:04:11.3442020,2016-03-24 02:56:26.0738240
1912,2016-03-23 21:34:10.2108930,2016-03-24 02:51:56.3434010
1913,2016-03-24 01:10:14.8990620,2016-03-24 12:16:00.4060030
1914,2016-03-24 09:32:11.8482530,2016-03-24 12:16:46.2366610
1915,2016-03-24 11:42:27.7216950,2016-03-24 13:34:57.8731810
1916,2016-03-24 12:07:09.7622200,2016-03-24 13:33:00.2039630
1917,2016-03-24 12:31:09.4837940,2016-03-24 13:36:59.0965710
1918,2016-03-24 13:52:11.8956020,2016-03-24 14:50:20.5882690
1919,2016-03-24 13:53:09.7255140,2016-03-24 15:16:10.7729560
1920,2016-03-24 14:53:10.3276070,2016-03-24 16:34:25.9306800
1921,2016-03-24 15:16:13.1146760,2016-03-24 16:34:02.0130280
1922,2016-03-24 16:19:22.6990190,2016-03-24 23:18:37.8541330
1923,2016-03-24 16:24:19.4357340,2016-03-25 17:02:07.5351360
1924,2016-03-24 18:38:11.4502530,2016-03-24 23:16:30.8109120
1925,2016-03-24 18:43:08.8262500,2016-03-24 23:12:37.9845650
1926,2016-03-24 19:19:09.8055700,2016-03-24 23:19:59.6967490
1927,2016-03-24 19:29:08.8508000,2016-03-28 16:02:54.5759920
1928,2016-03-24 19:52:10.6255550,2016-03-24 23:25:43.2161530
1929,2016-03-24 21:21:09.6317920,2016-03-24 23:26:32.8999730
1930,2016-03-24 23:01:09.2247700,
1931,2016-03-25 07:49:10.4404890,2016-03-25 11:11:07.1434260
1932,2016-03-25 08:53:09.4531570,2016-03-25 16:59:17.7402740
1933,2016-03-25 09:16:11.2800960,2016-03-25 16:07:53.1728550
1934,2016-03-25 09:29:10.0519040,2016-03-25 11:51:03.2853420
1935,2016-03-25 09:47:09.6995500,2016-03-25 16:11:10.0730940
1936,2016-03-25 10:11:09.7854180,2016-03-25 16:01:23.9843710
1937,2016-03-25 10:50:15.3828840,2016-03-25 16:29:07.0799800
1938,2016-03-25 10:59:10.6979750,2016-03-25 16:25:14.8678440
1939,2016-03-25 11:02:11.8220830,2016-03-25 16:18:10.7540000
1940,2016-03-25 13:00:16.3395830,2016-03-25 16:29:53.1326990
1941,2016-03-25 13:04:11.4607990,2016-03-25 16:37:53.8380180
1942,2016-03-25 13:44:11.9788260,2016-03-25 16:37:44.0382020
1943,2016-03-25 14:51:09.6318870,2016-03-25 16:40:10.8322440
1944,2016-03-25 15:10:15.8249030,2016-03-25 17:08:29.0528530
1945,2016-03-25 15:11:09.5801640,2016-03-25 18:34:02.3943420
1946,2016-03-25 15:45:13.1534790,2016-03-26 10:38:06.3279140
1947,2016-03-25 15:46:11.1256730,2016-03-25 18:35:28.7766360
1948,2016-03-25 15:57:08.9626230,2016-03-25 18:38:40.6214140
1949,2016-03-25 16:45:13.7713120,2016-03-25 18:56:40.7836990
1950,2016-03-25 17:14:11.1282660,2016-03-25 18:42:49.6739490
1951,2016-03-25 18:22:11.5216370,2016-03-31 16:30:35.8468820
1952,2016-03-25 18:49:08.9075050,2016-03-26 00:32:02.6630270
1953,2016-03-25 19:53:09.5492580,
1954,2016-03-25 20:14:10.9298170,2016-03-26 00:31:09.9155140
1955,2016-03-25 22:22:10.7635150,2016-03-26 10:42:17.6058710
1956,2016-03-25 22:26:10.9577830,2016-03-26 10:44:25.6346570
1957,2016-03-25 23:14:11.0764310,2016-03-27 08:43:23.8908600
1958,2016-03-26 01:51:09.0143970,
1959,2016-03-26 06:58:11.3918000,2016-03-26 14:22:11.4392370
1960,2016-03-26 07:53:08.9307290,2016-03-27 09:15:21.2177000
1961,2016-03-26 08:04:11.6610220,2016-03-26 10:45:32.9131250
1962,2016-03-26 08:49:09.8013010,2016-03-27 09:21:22.0723150
1963,2016-03-26 09:59:08.9129340,2016-03-26 10:54:27.9686890
1964,2016-03-26 11:29:09.7571720,2016-03-27 09:26:16.9057280
1965,2016-03-26 11:41:09.6763760,2016-03-26 14:35:45.7044240
1966,2016-03-26 11:42:10.7435270,2016-03-29 17:53:10.9734800
1967,2016-03-26 11:44:12.0571250,2016-03-27 09:40:49.2482370
1968,2016-03-26 12:52:10.3801620,2016-03-26 14:42:59.8158760
1969,2016-03-26 13:12:10.8956650,2016-03-27 10:05:43.4987870
1970,2016-03-26 13:23:09.4979720,2016-03-27 10:02:20.7853300
1971,2016-03-26 13:59:09.7902020,2016-03-26 15:19:03.1784030
1972,2016-03-26 14:25:10.7881950,2016-03-27 09:57:22.7418500
1973,2016-03-26 14:32:10.8419220,2016-03-26 15:23:34.7175330
1974,2016-03-26 14:47:09.8034800,2016-03-26 15:40:18.8735290
1975,2016-03-26 15:05:11.3053290,2016-03-27 10:13:59.7188430
1976,2016-03-26 15:10:15.3559650,2016-03-27 00:07:50.2032720
1977,2016-03-26 15:19:09.2878080,2016-03-27 10:12:12.0937080
1978,2016-03-26 16:03:09.2512180,2016-03-27 10:25:02.2359830
1979,2016-03-26 16:09:10.3804680,
1980,2016-03-26 16:37:10.1287210,
1981,2016-03-26 17:26:11.1319670,2016-03-27 10:40:00.1417150
1982,2016-03-26 18:13:09.7433630,2016-03-27 23:17:42.0729060
1983,2016-03-26 18:23:09.7699690,2016-04-11 18:07:48.4898070
1984,2016-03-26 18:30:17.1312190,2016-03-27 10:42:37.3276850
1985,2016-03-26 18:54:11.0437250,2016-03-27 11:15:32.2544630
1986,2016-03-26 19:08:10.7158630,
1987,2016-03-26 20:13:08.8022520,2016-03-28 16:13:50.3825370
1988,2016-03-26 20:20:14.4800960,2016-03-27 11:29:53.7723670
1989,2016-03-26 20:42:11.4398700,2016-03-29 17:48:51.8095090
1990,2016-03-26 21:27:09.2206980,2016-03-27 11:32:10.9350940
1991,2016-03-26 21:46:11.3202160,2016-03-27 11:36:25.3833480
1992,2016-03-27 07:06:11.3629650,
1993,2016-03-27 07:31:09.3818090,2016-03-27 11:39:42.0511030
1994,2016-03-27 08:35:40.2732230,2016-03-27 11:42:15.3503970
1995,2016-03-27 09:12:11.4129300,2016-03-27 11:42:53.2294420
1996,2016-03-27 12:17:09.5336780,2016-03-27 16:01:51.1700960
1997,2016-03-27 12:52:10.4498660,2016-03-27 14:46:50.7051030
1998,2016-03-27 14:40:15.7688100,2016-03-27 23:22:11.1685400
1999,2016-03-27 15:38:11.2426720,2016-03-27 23:23:25.7451590
2000,2016-03-27 17:45:11.9248750,2016-03-28 00:49:04.4699650
2001,2016-03-27 18:25:11.7166670,2016-03-28 00:54:19.3202120
2002,2016-03-27 18:55:11.2766600,2016-03-28 00:59:33.5548540
2003,2016-03-27 18:59:09.8026840,2016-03-28 00:56:08.0186590
2004,2016-03-27 19:11:09.2867900,2016-03-28 00:57:12.9284700
2005,2016-03-27 21:51:10.0239340,
2006,2016-03-28 05:04:12.6728670,2016-03-28 13:30:27.0064180
2007,2016-03-28 06:18:10.9380910,2016-03-28 13:38:48.5685410
2008,2016-03-28 08:18:11.8149030,2016-03-28 13:47:21.8681920
2009,2016-03-28 08:52:10.8658350,
2010,2016-03-28 08:55:11.6031700,2016-03-28 13:53:12.3670810
2011,2016-03-28 08:55:11.6031700,2016-03-28 13:53:12.3670810
2012,2016-03-28 09:01:08.9926030,2016-03-28 14:02:29.4586270
2013,2016-03-28 09:26:10.6542300,2016-03-28 14:11:37.1314300
2014,2016-03-28 09:49:10.2995000,2016-03-28 14:11:16.0975810
2015,2016-03-28 09:50:15.2114370,2016-03-28 14:12:33.7557070
2016,2016-03-28 10:44:11.8290350,2016-03-28 14:14:49.6224720
2017,2016-03-28 11:07:10.3175500,2016-03-28 14:58:09.0089110
2018,2016-03-28 11:36:11.1106740,2016-03-28 14:35:24.5407530
2019,2016-03-28 12:47:09.8091810,2016-03-28 16:08:24.3875080
2020,2016-03-28 12:47:16.3360140,
2021,2016-03-28 12:47:16.3360140,
2022,2016-03-28 12:54:11.4042450,2016-03-28 14:51:26.9062650
2023,2016-03-28 13:00:15.6774340,2016-03-28 14:49:57.0857310
2024,2016-03-28 13:57:09.4748900,2016-03-28 14:48:57.8389460
2025,2016-03-28 14:37:09.6082450,2016-03-29 11:06:10.0328310
2026,2016-03-28 15:01:53.6714850,2016-03-28 16:35:40.2704960
2027,2016-03-28 13:00:15.6774340,2016-03-28 14:49:57.0857310
2028,2016-03-28 15:21:09.9740700,2016-03-29 11:09:24.1829650
2029,2016-03-28 16:21:09.8203840,
2030,2016-03-28 16:46:11.3966750,2016-03-29 11:26:15.4253790
2031,2016-03-28 17:10:15.6926750,2016-03-29 11:19:33.9741150
2032,2016-03-28 17:52:11.3955790,2016-03-29 11:55:40.2086810
2033,2016-03-28 18:18:10.8316860,2016-03-29 12:11:19.3359140
2034,2016-03-28 18:26:11.4782750,2016-03-29 12:16:58.9622960
