id,state_1,state_2
827,2016-02-18 14:07:46.1820520,2016-02-18 17:15:21.8255740
828,2016-02-18 14:07:46.1820520,2016-02-18 17:15:21.8255740
829,2016-02-18 14:07:46.1820520,2016-02-18 17:15:21.8255740
830,2016-02-18 14:19:36.3693390,2016-02-18 19:28:43.6118510
831,2016-02-18 14:33:08.5147170,2016-02-19 10:13:52.9981340
832,2016-02-18 14:48:13.0904450,2016-02-19 10:16:06.1762910
833,2016-02-18 14:57:12.7656280,2016-02-19 10:53:01.8523420
834,2016-02-18 14:58:15.0621730,2016-02-19 10:22:52.4574470
835,2016-02-18 16:38:12.9674430,2016-02-19 10:51:50.2719960
836,2016-02-18 17:06:17.4745860,2016-02-19 10:56:07.8846730
837,2016-02-18 17:15:16.1691400,
838,2016-02-18 17:19:08.7650250,2016-02-19 12:07:37.9855350
839,2016-02-18 17:26:12.8348730,2016-02-19 12:36:00.6355910
840,2016-02-18 17:29:09.4595570,2016-02-19 12:47:52.8257730
841,2016-02-18 17:49:12.1391160,2016-02-19 12:14:03.9299570
842,2016-02-18 18:26:12.0656280,2016-02-19 12:51:43.7719620
843,2016-02-18 18:26:22.6198720,2016-02-19 12:57:13.5874720
844,2016-02-18 18:28:10.5338920,
845,2016-02-18 18:55:10.7487380,2016-02-19 12:50:36.0992680
846,2016-02-18 20:18:10.9080210,2016-02-19 13:24:12.4374840
847,2016-02-18 20:20:15.4335090,2016-02-19 13:26:39.5610240
848,2016-02-18 20:33:08.5590660,2016-02-19 14:31:13.5061460
849,2016-02-18 21:06:10.9406020,2016-02-19 14:05:07.2685760
850,2016-02-18 21:12:10.6897910,2016-02-19 13:32:14.2702700
851,2016-02-18 21:16:10.6344920,
852,2016-02-18 21:21:08.5743510,2016-02-19 13:36:34.0001040
853,2016-02-18 22:06:11.0645900,2016-02-19 13:06:27.7745960
854,2016-02-18 22:17:08.0195620,2016-02-19 13:42:23.9871740
855,2016-02-18 22:18:11.4419080,2016-02-19 13:39:58.0808700
856,2016-02-18 22:22:10.8637500,2016-02-19 14:33:49.3760920
857,2016-02-18 22:31:07.8993090,2016-02-19 14:36:58.9604240
858,2016-02-18 22:47:07.3760550,2016-02-19 16:35:57.4972950
859,2016-02-18 23:31:09.9770390,2016-02-19 14:54:37.9436780
860,2016-02-18 23:48:10.5001710,2016-02-19 23:05:00.8510160
861,2016-02-19 00:29:08.2920290,2016-02-19 15:08:14.9980410
862,2016-02-19 01:00:15.7257600,2016-02-19 15:14:19.1307770
863,2016-02-19 02:37:08.2254740,2016-02-19 15:17:14.0946500
864,2016-02-19 03:00:16.1839660,
865,2016-02-19 06:40:14.7036380,2016-02-19 16:21:41.3360220
866,2016-02-19 08:29:08.9145200,2016-02-19 15:27:43.2396620
867,2016-02-19 08:34:12.8502600,2016-02-19 15:29:00.1194300
868,2016-02-19 09:06:52.2570720,2016-02-20 11:30:01.9910630
869,2016-02-01 15:19:48.6654440,2016-02-02 08:12:52.7094290
870,2016-02-19 11:00:22.1041220,2016-02-19 19:07:19.2002420
871,2016-02-19 11:50:17.8411580,2016-02-19 17:28:58.8115830
872,2016-02-19 12:14:11.2270270,2016-02-19 15:39:16.2088540
873,2016-02-19 12:18:19.2706790,2016-02-20 13:12:51.1319890
874,2016-02-19 12:37:09.4154950,2016-02-19 15:40:31.1876510
875,2016-02-19 13:55:14.1282090,2016-02-19 17:33:08.2908450
876,2016-02-19 14:52:28.9289850,2016-02-20 13:21:33.9724940
877,2016-02-19 15:01:12.5012240,2016-02-19 17:35:55.1752070
878,2016-02-19 15:06:14.6412490,2016-02-20 13:17:12.1990910
879,2016-02-19 15:37:13.3128230,2016-02-20 13:09:10.8307210
880,2016-02-19 15:44:13.0837920,2016-02-24 12:03:51.2559050
881,2016-02-19 16:14:12.6917260,2016-02-27 13:05:12.5699880
882,2016-02-19 16:24:16.8391370,2016-02-20 13:53:47.6985850
883,2016-02-19 16:48:15.7847790,
884,2016-02-19 19:28:11.0048190,2016-02-20 11:03:16.0444300
885,2016-02-19 19:29:08.0579770,
886,2016-02-19 19:32:18.0030880,2016-02-20 11:14:41.4567600
887,2016-02-19 19:44:10.3042990,2016-02-20 11:15:38.9058440
888,2016-02-19 20:39:08.2845970,2016-02-20 12:11:03.1532450
889,2016-02-19 21:45:11.3904630,2016-02-20 12:13:52.1430360
890,2016-02-19 21:45:17.5265780,2016-02-20 12:15:52.1570790
891,2016-02-19 22:00:16.8320520,2016-02-20 12:32:39.6418470
892,2016-02-19 23:10:15.2232020,2016-02-21 17:43:34.8455800
893,2016-02-20 00:19:08.4078760,
894,2016-02-20 00:29:07.8789940,2016-02-20 13:04:09.0086520
895,2016-02-20 00:37:07.8953320,2016-02-20 13:23:50.6448750
896,2016-02-20 00:51:09.2570740,2016-02-20 13:26:49.6818350
897,2016-02-20 01:13:08.2928460,2016-02-20 13:32:20.4713100
898,2016-02-20 05:31:07.8398760,2016-02-20 13:37:39.7020290
899,2016-02-20 08:02:10.8896000,
900,2016-02-20 08:26:14.6018570,2016-02-22 18:05:37.2118150
901,2016-02-20 08:39:12.1510210,2016-02-20 13:51:02.5626290
902,2016-02-20 08:52:16.3948340,
903,2016-02-20 08:54:11.1645140,2016-02-21 15:46:18.0578300
904,2016-02-20 09:10:18.2282900,2016-02-21 15:38:03.8469410
905,2016-02-20 10:26:12.8632690,2016-02-21 15:50:51.3996750
906,2016-02-20 10:30:15.9836200,2016-02-21 15:53:38.8046280
907,2016-02-20 12:15:12.3514460,2016-02-22 10:44:39.2826930
908,2016-02-20 14:04:15.3209220,2016-02-23 13:46:44.7485500
909,2016-02-20 14:20:15.8721190,2016-02-20 20:52:31.4980410
910,2016-02-20 14:30:19.2873970,2016-02-22 14:21:54.5992540
911,2016-02-20 14:36:14.6362200,2016-02-25 11:10:09.7500630
912,2016-02-20 15:06:11.1211860,2016-02-22 15:27:48.8652140
913,2016-02-20 15:10:15.4029310,
914,2016-02-20 15:30:27.1732530,
915,2016-02-20 17:01:09.4461450,2016-02-23 13:48:40.8547450
916,2016-02-20 18:03:08.3203770,2016-02-23 13:58:51.7802420
917,2016-02-20 18:19:10.1219250,2016-02-21 16:08:44.5167130
918,2016-02-20 18:37:08.4221670,2016-02-21 16:04:53.6876770
919,2016-02-20 19:37:07.8400190,2016-02-22 13:55:16.9228700
920,2016-02-20 19:47:08.4070040,2016-02-24 13:01:40.4548770
921,2016-02-20 19:58:10.5801540,2016-02-22 13:38:09.1971210
922,2016-02-20 20:38:10.4681850,
923,2016-02-20 21:05:09.8853930,2016-02-22 13:49:07.2000230
924,2016-02-20 21:15:11.5269380,2016-02-21 16:13:12.0834310
925,2016-02-20 21:15:11.5269380,2016-02-21 16:13:12.0834310
926,2016-02-20 21:20:15.3903760,2016-02-22 13:59:52.2891360
927,2016-02-20 21:27:09.0791730,2016-02-21 16:26:12.9512330
928,2016-02-20 21:35:09.8264090,2016-02-21 16:39:52.4270800
929,2016-02-20 22:04:10.7229960,2016-02-24 12:12:38.9428910
930,2016-02-20 22:47:09.0142280,2016-02-26 15:37:33.8556040
931,2016-02-20 23:16:10.4441590,2016-02-22 10:22:02.4810290
932,2016-02-20 23:58:11.0219610,2016-02-22 13:46:33.4727440
933,2016-02-21 00:07:07.9766750,2016-02-21 17:15:23.2910510
934,2016-02-21 00:17:08.2590800,2016-02-21 16:55:05.4149860
935,2016-02-21 00:17:14.5711870,2016-02-21 16:59:00.9697150
936,2016-02-21 01:42:11.7578620,2016-03-03 20:59:20.8762790
937,2016-02-21 04:46:10.6010220,2016-02-22 13:54:37.2348290
938,2016-02-21 07:48:10.1145710,2016-02-25 10:49:20.9695760
939,2016-02-21 09:48:10.8605970,
940,2016-02-21 09:57:08.9256430,2016-02-21 17:25:19.7474650
941,2016-02-21 10:12:10.6108440,2016-02-22 14:22:41.2992660
942,2016-02-21 10:15:12.1064350,2016-02-22 18:03:36.2898570
943,2016-02-21 10:31:08.0538460,2016-02-22 13:21:31.2882550
944,2016-02-21 10:40:13.0385060,2016-02-24 12:27:47.7766530
945,2016-02-21 10:55:09.4334250,2016-02-22 14:59:09.8046410
946,2016-02-21 11:14:10.8116690,2016-02-25 10:58:13.3733480
947,2016-02-21 12:09:44.5304810,2016-02-25 11:00:42.2284170
948,2016-02-21 12:45:11.7411090,2016-02-22 13:56:05.8740120
949,2016-02-21 13:38:09.9120230,2016-02-25 13:14:18.8354770
950,2016-02-21 13:47:08.4972090,2016-02-22 15:29:27.3470480
951,2016-02-21 14:04:10.0671460,2016-02-23 14:01:06.7400170
952,2016-02-21 14:40:14.1600750,2016-02-22 15:38:55.9600850
953,2016-02-21 15:19:42.3095180,2016-02-22 15:46:21.8212200
954,2016-02-21 16:02:10.8121360,2016-02-22 15:49:32.5538960
955,2016-02-21 16:34:10.5284650,2016-02-25 11:33:45.9646100
956,2016-02-21 16:53:08.1597390,
957,2016-02-21 16:58:13.2804970,2016-02-23 14:05:28.1552130
958,2016-02-21 17:05:10.5400160,2016-02-23 13:41:43.4270500
959,2016-02-21 17:20:14.8244940,2016-02-24 14:17:24.5816820
960,2016-02-21 17:26:10.8426990,2016-02-23 15:04:17.6234920
961,2016-02-21 18:15:10.5281910,2016-02-25 12:02:38.7514540
962,2016-02-21 18:32:10.5924720,2016-02-23 15:07:37.6056390
963,2016-02-21 19:39:08.1527160,
964,2016-02-21 20:24:10.3320620,
965,2016-02-21 20:55:10.4433520,2016-02-23 15:30:45.5426110
966,2016-02-21 21:23:08.7928630,2016-02-23 15:19:56.7385360
967,2016-02-21 21:39:06.6222600,2016-02-22 16:19:42.7078280
968,2016-02-21 21:39:06.6222600,2016-02-22 16:19:42.7078280
969,2016-02-21 21:53:08.0848180,2016-02-22 17:42:27.2961180
970,2016-02-21 22:05:10.6476520,2016-02-22 17:46:20.0110470
971,2016-02-21 22:10:13.3110050,2016-02-23 15:55:25.9246140
972,2016-02-21 22:41:08.2046510,2016-02-22 17:48:04.6269100
973,2016-02-21 22:44:10.1460380,2016-02-23 18:45:50.4091430
974,2016-02-21 23:12:10.8239930,2016-02-23 18:52:23.0684620
975,2016-02-22 00:01:08.0077230,2016-02-22 17:50:34.2497020
976,2016-02-22 04:29:07.9736030,2016-02-23 17:03:54.1058000
977,2016-02-22 05:37:09.8498930,
978,2016-02-22 06:12:12.2965870,2016-02-23 18:38:57.3588210
979,2016-02-22 07:40:14.0895700,2016-02-22 11:02:53.1123350
980,2016-02-22 07:49:09.1921020,2016-02-22 19:17:11.3422960
981,2016-02-22 08:17:10.9382480,2016-02-22 11:07:20.2068690
982,2016-02-22 08:26:11.5458670,2016-02-23 18:57:44.5926750
983,2016-02-19 19:44:10.3042990,2016-02-20 11:15:38.9058440
984,2016-02-22 08:39:08.1134240,2016-02-24 16:16:21.7184170
985,2016-02-22 08:40:14.3304440,2016-02-25 12:20:47.1403340
986,2016-02-22 08:44:13.7146620,
987,2016-02-22 08:49:07.7474890,2016-02-23 19:11:21.0272060
988,2016-02-22 09:21:21.6175080,2016-02-23 19:22:29.7027970
989,2016-02-22 09:42:12.7697640,2016-02-24 14:20:45.8830020
990,2016-02-22 10:02:17.6375830,2016-02-22 18:00:04.1289190
991,2016-02-22 10:45:12.7302670,2016-02-23 19:32:23.1832200
992,2016-02-22 11:02:14.8445800,
993,2016-02-22 11:10:39.8315090,2016-02-22 18:02:40.1694990
994,2016-02-22 11:16:13.5953230,2016-02-22 14:01:58.2573180
995,2016-02-22 11:18:15.5212170,
996,2016-02-22 11:42:13.1430000,2016-02-23 17:14:53.0951780
997,2016-02-22 11:47:27.8256910,2016-02-24 08:00:02.3679300
998,2016-02-22 12:07:10.5105090,2016-02-26 14:16:17.1978930
999,2016-02-22 12:18:14.5314200,2016-02-25 15:15:29.9159280
1000,2016-02-22 13:15:28.9567090,2016-02-23 20:06:23.5227950
1001,2016-02-22 13:19:08.5930360,2016-02-24 14:35:13.2184330
1002,2016-02-22 14:37:58.3113300,2016-02-23 19:58:38.1345770
1003,2016-02-22 14:38:05.3306080,2016-02-23 20:09:00.9822880
1004,2016-02-22 14:38:10.7126150,2016-02-23 20:13:30.7166830
1005,2016-02-22 14:38:16.7114110,2016-02-23 21:05:34.4778290
1006,2016-02-22 14:38:23.2087450,2016-02-25 21:23:57.5765570
1007,2016-02-22 14:48:02.5063520,
1008,2016-02-22 15:39:25.8184460,2016-02-23 13:34:33.9749420
1009,2016-02-22 15:45:12.4310680,2016-02-23 20:21:18.7846830
1010,2016-02-22 15:46:33.0383790,2016-02-23 15:09:57.5542210
1011,2016-02-22 16:06:20.6590050,2016-02-24 14:37:34.7358580
1012,2016-02-22 16:09:09.7479240,2016-02-23 20:44:53.1755590
1013,2016-02-22 16:38:26.0985400,2016-02-23 20:17:04.3430930
1014,2016-02-22 16:54:11.6320010,2016-02-23 17:41:07.3954850
1015,2016-02-22 17:01:17.7235160,2016-02-24 14:50:27.4377930
1016,2016-02-22 17:04:13.3572510,2016-02-23 15:12:02.0138570
1017,2016-02-22 17:04:13.3572510,2016-02-23 15:12:02.0138570
1018,2016-02-22 17:55:10.4009900,2016-02-23 17:46:48.5180400
1019,2016-02-22 18:16:11.8416230,2016-02-23 17:45:14.5617720
1020,2016-02-22 18:23:13.1288440,2016-02-25 15:26:13.6193920
1021,2016-02-22 18:25:10.7764820,2016-02-23 17:50:46.9733370
1022,2016-02-22 06:12:12.2965870,2016-02-23 18:38:57.3588210
1023,2016-02-22 19:23:09.0171160,
1024,2016-02-22 19:34:12.8739850,2016-02-25 12:41:36.7651530
1025,2016-02-22 20:07:08.4913630,2016-02-23 14:58:26.9828880
1026,2016-02-22 20:54:11.3340430,2016-02-25 13:03:42.7160180
1027,2016-02-22 21:12:10.9583130,
1028,2016-02-22 21:43:08.3382380,2016-02-23 15:00:49.0033830
1029,2016-02-22 21:43:15.3175700,2016-02-23 16:37:13.5344170
1030,2016-02-22 22:20:13.0724530,2016-02-24 13:30:34.4363130
1031,2016-02-22 22:38:10.7865180,2016-02-26 18:24:03.5618370
1032,2016-02-22 22:47:07.9063880,2016-02-24 13:40:25.5131080
1033,2016-02-22 22:55:10.1990600,
1034,2016-02-22 23:04:09.9836110,2016-02-24 13:34:33.0675000
1035,2016-02-22 23:23:08.1562690,2016-02-23 20:58:16.9642440
1036,2016-02-22 23:35:10.1251080,2016-02-23 20:55:21.2613640
1037,2016-02-23 00:01:08.4912120,2016-02-23 12:28:43.7424720
1038,2016-02-23 00:21:08.1118980,2016-02-25 11:30:38.3965710
1039,2016-02-23 00:28:09.9731880,2016-02-24 13:42:28.6494670
1040,2016-02-23 08:20:18.0409890,2016-02-23 22:41:27.4541560
1041,2016-02-23 09:00:21.0157570,2016-02-23 21:14:23.3343640
1042,2016-02-23 09:02:31.6948140,2016-02-24 12:30:00.2534730
1043,2016-02-23 09:08:11.2153910,
1044,2016-02-23 09:31:15.3146380,2016-02-23 21:16:21.6186980
1045,2016-02-23 10:40:18.3803430,2016-02-23 21:32:20.2882260
1046,2016-02-23 10:45:23.1345620,2016-03-01 19:08:17.1051920
1047,2016-02-23 10:55:11.5876030,2016-02-23 21:34:17.4308430
1048,2016-02-23 11:09:17.7139860,2016-02-23 21:35:12.2780300
1049,2016-02-23 11:12:26.6457120,2016-02-24 19:27:59.1205330
1050,2016-02-23 12:03:09.5772300,2016-02-23 21:42:18.3385460
1051,2016-02-23 12:08:19.6090260,2016-02-23 16:57:51.7615310
1052,2016-02-23 12:34:13.6281250,2016-02-24 14:48:26.7168280
1053,2016-02-23 13:23:19.5895980,
1054,2016-02-23 13:37:27.6047290,2016-02-25 21:27:40.4278710
1055,2016-02-23 14:46:14.0030880,2016-02-23 21:45:53.3440500
1056,2016-02-23 14:51:58.8395260,2016-02-24 14:52:33.8784650
1057,2016-02-23 15:34:15.0303150,2016-02-24 14:58:20.2918700
1058,2016-02-23 17:20:19.9429770,2016-02-25 12:35:45.2415150
1059,2016-02-22 21:12:10.9583130,
1060,2016-02-23 18:36:11.6228900,
1061,2016-02-23 18:37:08.8929000,2016-02-26 14:10:59.6984720
1062,2016-02-23 19:22:10.5404780,
1063,2016-02-23 19:25:11.9230890,2016-02-24 15:19:55.6529250
1064,2016-02-23 20:05:11.0863800,2016-04-20 20:27:56.7856720
1065,2016-02-23 20:08:11.2815900,2016-02-24 19:47:32.1929830
1066,2016-02-23 20:32:10.3834770,
1067,2016-02-23 20:49:07.7161740,2016-03-01 16:02:39.7254880
1068,2016-02-23 21:37:09.3930740,2016-02-24 19:44:27.3360730
1069,2016-02-23 21:58:10.4858930,2016-02-25 15:20:45.9917050
1070,2016-02-23 22:13:09.0342600,2016-02-24 18:02:19.1079260
1071,2016-02-23 22:27:21.3572990,
1072,2016-02-23 22:30:15.0782600,2016-02-24 19:46:08.6313580
1073,2016-02-23 22:30:22.2989190,2016-02-24 18:14:49.4980450
1074,2016-02-23 22:57:08.4503240,2016-02-24 18:26:57.2952810
1075,2016-02-23 22:58:11.3411550,2016-02-25 12:14:54.5157040
1076,2016-02-23 23:13:08.0689590,2016-02-24 16:10:46.5350970
1077,2016-02-24 06:51:09.3482350,
1078,2016-02-24 07:46:16.2865260,2016-02-24 18:22:01.1614060
1079,2016-02-24 08:39:28.6315020,2016-02-24 18:37:42.8318570
1080,2016-02-24 08:54:13.0804960,2016-02-24 18:27:00.1551850
1081,2016-02-24 08:56:12.8485700,2016-02-24 18:35:43.6520560
1082,2016-02-24 12:13:08.8372940,2016-02-24 18:50:50.8626800
1083,2016-02-24 12:40:22.6476830,2016-02-24 18:56:49.5798290
1084,2016-02-24 12:54:59.0021430,2016-02-27 13:27:47.6065210
1085,2016-02-24 13:08:15.7753780,2016-02-24 19:10:51.4533020
1086,2016-02-24 13:47:12.2726110,2016-02-25 15:39:47.1512400
1087,2016-02-24 13:55:22.1537590,
1088,2016-02-24 13:55:22.7785200,2016-02-24 20:54:15.4449940
1089,2016-02-24 14:18:10.7620970,2016-02-24 19:11:55.2169140
1090,2016-02-24 14:34:12.4741200,2016-02-25 15:41:03.0988160
1091,2016-02-24 14:46:16.0864420,
1092,2016-02-24 15:21:08.8786580,2016-02-26 16:31:46.0178680
1093,2016-02-24 15:23:10.8372410,2016-02-26 18:58:55.2500900
1094,2016-02-24 15:33:13.7054820,2016-03-01 18:52:47.2195710
1095,2016-02-24 16:00:16.6310470,
1096,2016-02-24 16:15:12.0314040,2016-02-25 15:50:18.7694130
1097,2016-02-24 16:42:12.3471180,
1098,2016-02-24 16:51:09.9301630,2016-03-01 08:16:12.5367050
1099,2016-02-24 16:59:12.0698250,2016-02-25 15:53:21.7133950
1100,2016-02-24 17:13:09.8951090,2016-02-25 16:07:44.4072550
1101,2016-02-24 17:53:09.0344250,2016-02-26 14:22:26.8087100
1102,2016-02-24 18:06:12.1044790,2016-02-26 14:19:06.4267710
1103,2016-02-24 18:07:09.7387390,2016-02-25 16:12:00.6637510
1104,2016-02-24 18:21:08.8961090,2016-02-25 16:28:15.0373920
1105,2016-02-24 18:23:09.3636960,2016-03-01 08:42:52.7055770
1106,2016-02-24 18:27:12.1930290,2016-02-25 16:38:03.2156950
1107,2016-02-24 18:28:11.5010600,2016-02-26 16:57:50.7943350
1108,2016-02-24 18:35:14.2142750,
1109,2016-02-24 19:36:11.5639080,2016-02-25 16:47:18.6278990
1110,2016-02-24 19:36:18.4108740,2016-02-25 16:51:00.0417290
1111,2016-02-24 21:53:08.9473130,2016-02-25 16:56:44.1430510
1112,2016-02-24 22:26:11.9569860,2016-02-26 16:25:58.1046360
1113,2016-02-24 22:27:09.7814000,2016-02-25 17:32:21.5359100
1114,2016-02-24 22:40:13.7328780,2016-02-25 17:16:37.9293190
1115,2016-02-24 22:58:11.6752660,2016-02-25 17:36:14.2542310
1116,2016-02-24 23:05:09.7933330,2016-02-25 17:41:41.6064370
1117,2016-02-24 23:05:15.7881310,2016-02-26 16:24:19.9338920
1118,2016-02-24 23:15:10.4236800,2016-02-25 18:16:40.3144660
1119,2016-02-25 00:19:08.2837000,2016-03-03 15:18:58.5013320
1120,2016-02-25 00:54:10.1475770,2016-02-26 18:20:52.2988690
1121,2016-02-25 01:53:07.5295860,2016-02-26 18:22:53.6723910
1122,2016-02-25 02:32:10.7247830,2016-02-26 14:32:47.4853860
1123,2016-02-25 07:51:08.3928960,2016-02-25 19:45:21.5470930
1124,2016-02-25 07:51:08.3928960,2016-02-25 19:45:21.5470930
1125,2016-02-25 08:12:11.9170510,2016-02-25 19:42:37.5766300
1126,2016-02-25 08:44:27.2836460,2016-03-02 11:43:16.0000740
1127,2016-02-25 08:56:22.6721700,2016-02-26 18:25:05.9789970
1128,2016-02-25 10:09:09.8287890,2016-02-25 19:48:23.4860030
1129,2016-02-25 10:20:11.7630980,
1130,2016-02-25 11:51:08.9705590,2016-02-26 14:50:13.7676320
1131,2016-02-25 11:55:10.7209600,2016-02-26 18:30:39.8331120
1132,2016-02-25 12:03:08.7710660,2016-02-25 19:47:28.2958060
1133,2016-02-25 12:59:20.8954810,
1134,2016-02-25 13:24:10.4459460,2016-03-02 11:20:20.5168780
1135,2016-02-25 14:11:09.4880010,2016-02-26 18:35:06.3928580
1136,2016-02-25 14:12:12.5090750,2016-02-26 18:37:58.5382100
1137,2016-02-25 14:39:08.9294540,2016-03-03 15:02:22.3406170
1138,2016-02-25 14:43:41.5472880,2016-02-26 14:53:41.6181930
1139,2016-02-25 15:11:08.8763330,2016-02-26 14:52:21.3688160
1140,2016-02-25 16:07:08.4178320,
1141,2016-02-25 16:14:11.4769800,2016-02-27 02:36:59.5527650
1142,2016-02-25 16:58:10.7735380,2016-02-26 14:56:02.5908330
1143,2016-02-25 17:06:11.2553500,2016-02-26 18:42:36.9600340
1144,2016-02-25 18:17:08.0713460,2016-02-26 18:44:46.2915420
1145,2016-02-25 19:26:10.4728240,
1146,2016-02-25 20:39:07.2568870,
1147,2016-02-25 21:03:07.9612170,2016-03-17 14:11:25.7566350
1148,2016-02-25 21:48:10.7614710,
1149,2016-02-25 22:18:10.2824360,2016-02-26 16:20:33.8214360
1150,2016-02-25 22:28:11.0785600,2016-02-26 14:17:32.5234440
1151,2016-02-25 23:35:09.0412460,2016-02-26 16:19:13.9322600
1152,2016-02-26 07:51:08.8758220,2016-02-26 18:17:52.4856430
1153,2016-02-26 07:52:10.5580620,2016-02-26 14:27:39.8751360
1154,2016-02-26 08:31:08.4981470,2016-02-26 18:18:59.4978350
1155,2016-02-26 09:23:08.4489350,2016-02-26 14:31:03.1427190
1156,2016-02-26 12:09:08.2221660,
1157,2016-02-26 12:49:08.4050390,
1158,2016-02-26 13:28:10.7384800,
1159,2016-02-26 16:39:08.4005360,
1160,2016-02-26 17:10:14.4274060,2016-02-29 12:14:14.0263110
1161,2016-02-26 17:26:10.3609330,
1162,2016-02-26 17:55:10.2002190,
1163,2016-02-26 18:00:14.6990860,
1164,2016-02-26 18:59:08.9052520,2016-02-28 15:33:38.2065070
1165,2016-02-26 20:24:12.4381390,2016-03-02 16:04:23.3532290
1166,2016-02-26 20:58:11.5966820,2016-02-29 12:16:44.6759160
1167,2016-02-26 21:20:14.6048520,
1168,2016-02-26 22:12:10.4268570,
1169,2016-02-26 23:54:10.6265830,
1170,2016-02-27 00:08:11.0101580,
1171,2016-02-27 08:20:15.2354040,
1172,2016-02-27 08:25:09.6347570,
1173,2016-02-27 09:08:10.1690410,
1174,2016-02-27 09:56:10.2639020,
1175,2016-02-27 10:02:10.7668510,2016-02-27 13:04:02.1000020
1176,2016-02-27 10:16:10.2859180,
1177,2016-02-27 12:40:13.8696650,2016-02-28 01:03:48.0257790
1178,2016-02-27 12:50:14.4710040,2016-02-28 01:06:01.6417930
1179,2016-02-27 13:54:10.5163860,2016-02-28 01:07:50.5654250
1180,2016-02-27 14:20:14.5643310,2016-02-28 01:13:50.0868970
1181,2016-02-27 14:46:10.5421640,2016-02-28 15:42:11.8536600
1182,2016-02-27 17:27:08.1161440,2016-02-29 12:19:46.6349590
1183,2016-02-27 17:52:10.0989630,2016-02-28 15:45:27.9138030
1184,2016-02-27 21:11:08.1919490,2016-02-29 12:21:23.1411830
1185,2016-02-27 21:43:07.5124020,2016-02-29 12:24:16.7412930
1186,2016-02-27 22:06:10.1213070,2016-02-28 16:35:25.9184600
1187,2016-02-27 22:19:08.3618470,2016-02-28 16:37:20.1238910
1188,2016-02-27 22:31:07.9706490,2016-02-28 17:33:39.8122000
1189,2016-02-27 23:15:10.8469550,2016-02-28 16:55:38.6698950
1190,2016-02-27 23:15:10.8469550,2016-02-28 16:55:38.6698950
1191,2016-02-27 23:52:10.9696200,2016-02-28 17:48:46.3658860
1192,2016-02-28 00:36:10.9381420,2016-02-28 17:54:38.3814350
1193,2016-02-28 03:01:07.4261950,2016-02-28 18:01:40.4273720
1194,2016-02-28 06:05:09.9404310,2016-02-28 18:49:12.5921820
1195,2016-02-28 08:19:07.9986950,2016-03-03 20:45:02.3926060
1196,2016-02-28 08:21:07.9002750,2016-03-01 18:59:33.1834240
1197,2016-02-28 08:28:09.7553700,2016-02-29 12:43:17.5767170
1198,2016-02-28 09:30:15.5472780,2016-02-29 17:27:22.8000610
1199,2016-02-28 09:30:22.1928010,2016-03-01 12:44:54.5435840
1200,2016-02-28 09:30:27.8128320,
1201,2016-02-28 09:41:08.1027860,
1202,2016-02-28 11:28:10.3694830,2016-02-29 17:36:26.6590560
1203,2016-02-28 11:36:11.0314140,
1204,2016-02-28 11:42:10.6771240,2016-02-29 17:40:52.4359760
1205,2016-02-28 12:02:10.9994670,
1206,2016-02-28 12:10:14.1234770,
1207,2016-02-28 13:33:07.8176000,2016-02-29 17:43:16.3220880
1208,2016-02-28 13:40:15.4422530,
1209,2016-02-28 14:04:14.3728400,
1210,2016-02-28 14:07:07.6438180,2016-03-01 20:21:28.1196760
1211,2016-02-28 14:38:10.9573530,
1212,2016-02-28 14:38:16.9673820,2016-03-01 17:02:10.9059070
1213,2016-02-28 14:42:10.7392820,2016-03-01 17:31:50.5044260
1214,2016-02-28 15:20:13.8665870,
1215,2016-02-28 15:20:19.8260540,2016-03-01 17:42:43.4593800
1216,2016-02-28 15:23:07.9837990,2016-03-03 13:40:20.3719000
1217,2016-02-28 15:53:08.5141940,2016-03-01 17:51:48.4186350
1218,2016-02-28 16:17:08.6372110,2016-03-01 19:04:10.3472250
1219,2016-02-28 16:32:10.8449750,2016-03-01 18:38:26.8601080
1220,2016-02-28 16:56:10.5554560,2016-03-01 18:11:10.8487700
1221,2016-02-28 17:15:10.4882940,2016-03-01 18:51:32.8389590
1222,2016-02-28 17:33:07.7840930,2016-03-01 19:41:49.7160300
1223,2016-02-28 17:38:11.4299640,2016-02-29 17:54:49.0199840
1224,2016-02-28 17:42:10.9045250,
1225,2016-02-28 18:18:11.1523660,2016-02-29 18:01:06.5617990
1226,2016-02-28 18:34:10.5424430,2016-02-29 18:06:16.1764870
1227,2016-02-28 18:49:29.8970230,2016-02-29 18:04:29.5432970
1228,2016-02-28 19:27:07.5830460,2016-03-01 18:13:23.7651300
1229,2016-02-28 20:20:14.0464180,2016-02-29 18:07:40.3653210
1230,2016-02-28 20:46:10.8797400,2016-02-29 18:09:11.2722300
1231,2016-02-28 20:59:08.3068730,2016-02-29 18:12:11.5895010
1232,2016-02-28 21:39:22.6971900,2016-03-02 10:51:31.3433070
1233,2016-02-28 22:20:13.8098320,2016-03-02 11:04:15.6645930
1234,2016-02-28 22:54:11.2443260,
1235,2016-02-28 22:58:09.9466090,2016-03-01 12:48:05.6296640
1236,2016-02-28 23:43:07.8848600,2016-02-29 18:23:28.7761660
1237,2016-02-29 09:10:14.7659740,2016-02-29 17:09:18.3966420
1238,2016-02-29 11:08:11.1170210,2016-02-29 17:12:45.2798970
1239,2016-02-29 12:01:08.6679120,2016-02-29 18:03:19.0760890
